team_1,team_2,team_1_win_prob,team_2_win_prob
Duke,Nebraska,0.7916400164833717,0.20835998351662832
Duke,Vanderbilt,0.7443100633609349,0.2556899366390652
Duke,North Carolina,0.8224237865291327,0.17757621347086727
Duke,Saint Mary's,0.7972172832339273,0.20278271676607268
Duke,Clemson,0.8546696402955998,0.14533035970440014
Duke,Iowa,0.8566017857721422,0.1433982142278578
Duke,Texas A&M,0.88242211720395,0.11757788279604989
Duke,VCU,0.8525458927244363,0.14745410727556382
Duke,McNeese,0.8965658315228056,0.10343416847719453
Duke,Troy,0.9585943258579118,0.041405674142088095
Duke,Penn,0.9576164832783564,0.04238351672164365
Duke,Idaho,0.9581835148984413,0.041816485101558734
Duke,Lehigh,0.9851086781713021,0.014891321828697781
Duke,Prairie View A&M,0.9791966617963787,0.020803338203621378
Duke,Arizona,0.5520026315712762,0.44799736842872373
Duke,Purdue,0.6581871299478491,0.34181287005215083
Duke,Gonzaga,0.717973605267592,0.282026394732408
Duke,Arkansas,0.7220639054780189,0.27793609452198104
Duke,Wisconsin,0.7686267373080722,0.2313732626919279
Duke,BYU,0.8347625736480375,0.16523742635196248
Duke,Miami (FL),0.8511155461948215,0.14888445380517853
Duke,Villanova,0.8616579158523369,0.13834208414766316
Duke,Utah St.,0.8219525508912117,0.1780474491087883
Duke,Missouri,0.8963191038584769,0.10368089614152314
Duke,NC State,0.8844079467704677,0.1155920532295322
Duke,Texas,0.8994087777837871,0.10059122221621294
Duke,High Point,0.9132842447708264,0.08671575522917363
Duke,Hawaii,0.9464441954274352,0.05355580457256483
Duke,Kennesaw St.,0.9663522540553269,0.0336477459446731
Duke,Queens (N.C.),0.9724605301007311,0.027539469899268955
Duke,Long Island,0.9766331567086813,0.023366843291318565
UConn,Michigan St.,0.5114195031719717,0.4885804968280283
UConn,Kansas,0.6073185604469863,0.3926814395530137
UConn,St. John's,0.4755900213842839,0.524409978615716
UConn,Louisville,0.5610496286772915,0.4389503713227084
UConn,UCLA,0.5867347657089578,0.41326523429104217
UConn,Ohio St.,0.5773492019216802,0.4226507980783199
UConn,TCU,0.6942517706970824,0.30574822930291745
UConn,UCF,0.7889005989878937,0.21109940101210636
UConn,South Florida,0.6848939876811337,0.31510601231886626
UConn,Northern Iowa,0.7670200320565211,0.2329799679434789
UConn,Cal Baptist,0.8313754239199661,0.16862457608003384
UConn,North Dakota St.,0.8575485245998431,0.14245147540015687
UConn,Furman,0.9201749410448951,0.07982505895510505
UConn,Siena,0.9208219645345546,0.07917803546544533
UConn,Michigan,0.29783626684345427,0.7021637331565457
UConn,Iowa St.,0.44315984395537283,0.5568401560446272
UConn,Virginia,0.4891450323184091,0.510854967681591
UConn,Alabama,0.5359842921090872,0.4640157078909129
UConn,Texas Tech,0.574415375468163,0.425584624531837
UConn,Tennessee,0.5848445636387829,0.4151554363612171
UConn,Kentucky,0.6556848612053242,0.34431513879467573
UConn,Georgia,0.6635602045332756,0.3364397954667244
UConn,Saint Louis,0.6926977175664922,0.30730228243350777
UConn,Santa Clara,0.6601232799284749,0.33987672007152503
