year,round,team1,team2,winner,seed_diff,srs_diff,sos_diff,win_pct_diff,points_margin_diff,label
2021,R64,Missouri,Oklahoma,Oklahoma,1.0,-1.1500000000000004,2.01,0.02200000000000002,-87.0,0.0
2021,R64,Creighton,UC Santa Barbara,Creighton,-7.0,8.48,10.62,-0.10499999999999998,-115.0,1.0
2021,R64,UC Santa Barbara,Creighton,Creighton,7.0,-8.48,-10.62,0.10499999999999998,115.0,0.0
2021,R64,Virginia,Ohio,Ohio,-9.0,9.79,8.16,0.039999999999999925,27.0,0.0
2021,R64,Ohio,Virginia,Ohio,9.0,-9.79,-8.16,-0.039999999999999925,-27.0,1.0
2021,R64,USC,Drake,USC,-5.0,11.08,11.13,-0.08099999999999996,-30.0,1.0
2021,R64,Drake,USC,USC,5.0,-11.08,-11.13,0.08099999999999996,30.0,0.0
2021,R64,Kansas,Eastern Washington,Kansas,-11.0,11.259999999999998,13.41,0.03299999999999992,-8.0,1.0
2021,R64,Eastern Washington,Kansas,Kansas,11.0,-11.259999999999998,-13.41,-0.03299999999999992,8.0,0.0
2021,R64,Oregon,VCU,VCU,-3.0,4.849999999999998,4.890000000000001,0.019000000000000017,12.0,0.0
2021,R64,VCU,Oregon,VCU,3.0,-4.849999999999998,-4.890000000000001,-0.019000000000000017,-12.0,1.0
2021,R64,Iowa,Grand Canyon,Iowa,-13.0,16.29,13.89,0.0020000000000000018,19.0,1.0
2021,R64,Grand Canyon,Iowa,Iowa,13.0,-16.29,-13.89,-0.0020000000000000018,-19.0,0.0
2021,R32,Gonzaga,Oklahoma,Gonzaga,-7.0,13.68,-2.9399999999999995,0.376,555.0,1.0
2021,R32,Oklahoma,Gonzaga,Gonzaga,7.0,-13.68,2.9399999999999995,-0.376,-555.0,0.0
2021,R32,Creighton,Ohio,Creighton,-8.0,10.8,9.11,0.029999999999999916,75.0,1.0
2021,R32,Ohio,Creighton,Creighton,8.0,-10.8,-9.11,-0.029999999999999916,-75.0,0.0
2021,R32,USC,Kansas,USC,3.0,5.210000000000001,0.39000000000000057,0.05800000000000005,144.0,1.0
2021,R32,Kansas,USC,USC,-3.0,-5.210000000000001,-0.39000000000000057,-0.05800000000000005,-144.0,0.0
2021,R32,Oregon,Iowa,Oregon,5.0,-5.25,-0.7799999999999994,0.040000000000000036,-158.0,1.0
2021,R32,Iowa,Oregon,Oregon,-5.0,5.25,0.7799999999999994,-0.040000000000000036,158.0,0.0
2021,S16,Gonzaga,Creighton,Gonzaga,-4.0,10.919999999999998,-2.619999999999999,0.259,441.0,1.0
2021,S16,Creighton,Gonzaga,Gonzaga,4.0,-10.919999999999998,2.619999999999999,-0.259,-441.0,0.0
2021,S16,USC,Oregon,USC,-1.0,4.350000000000001,1.0,0.008000000000000007,143.0,1.0
2021,S16,Oregon,USC,USC,1.0,-4.350000000000001,-1.0,-0.008000000000000007,-143.0,0.0
2021,E8,Gonzaga,USC,Gonzaga,-5.0,6.699999999999999,-4.73,0.21099999999999997,356.0,1.0
2021,E8,USC,Gonzaga,Gonzaga,5.0,-6.699999999999999,4.73,-0.21099999999999997,-356.0,0.0
2021,F4,UCLA,Gonzaga,Gonzaga,10.0,-10.899999999999999,5.42,-0.281,-522.0,0.0
2021,F4,Gonzaga,UCLA,Gonzaga,-10.0,10.899999999999999,-5.42,0.281,522.0,1.0
2021,F4,Houston,Baylor,Baylor,1.0,-3.169999999999998,-2.0300000000000002,-0.05800000000000005,48.0,0.0
2021,F4,Baylor,Houston,Baylor,-1.0,3.169999999999998,2.0300000000000002,0.05800000000000005,-48.0,1.0
2021,NCG,Gonzaga,Baylor,Baylor,0.0,2.370000000000001,-1.4800000000000004,0.03599999999999992,158.0,0.0
2021,NCG,Baylor,Gonzaga,Baylor,-0.0,-2.370000000000001,1.4800000000000004,-0.03599999999999992,-158.0,1.0
2022,R64,Baylor,Norfolk State,Baylor,-15.0,25.64,18.060000000000002,0.020000000000000018,136.0,1.0
2022,R64,Norfolk State,Baylor,Baylor,15.0,-25.64,-18.060000000000002,-0.020000000000000018,-136.0,0.0
2022,R64,UNC,Marquette,UNC,-1.0,-15.879999999999999,-14.240000000000002,-0.06299999999999994,132.0,1.0
2022,R64,Marquette,UNC,UNC,1.0,15.879999999999999,14.240000000000002,0.06299999999999994,-132.0,0.0
2022,R64,Saint Mary's,Indiana,Saint Mary's,-7.0,2.1099999999999994,-1.5,0.16500000000000004,147.0,1.0
2022,R64,Indiana,Saint Mary's,Saint Mary's,7.0,-2.1099999999999994,1.5,-0.16500000000000004,-147.0,0.0
2022,R64,UCLA,Akron,UCLA,-9.0,18.39,12.29,0.06500000000000006,111.0,1.0
2022,R64,Akron,UCLA,UCLA,9.0,-18.39,-12.29,-0.06500000000000006,-111.0,0.0
2022,R64,Texas,Virginia Tech,Texas,-5.0,2.530000000000001,2.389999999999999,0.008000000000000007,-11.0,1.0
2022,R64,Virginia Tech,Texas,Texas,5.0,-2.530000000000001,-2.389999999999999,-0.008000000000000007,11.0,0.0
2022,R64,Purdue,Yale,Purdue,-11.0,19.25,9.57,0.17100000000000004,321.0,1.0
2022,R64,Yale,Purdue,Purdue,11.0,-19.25,-9.57,-0.17100000000000004,-321.0,0.0
2022,R64,Murray State,San Francisco,Murray State,-3.0,-4.25,-8.31,0.20600000000000007,214.0,1.0
2022,R64,San Francisco,Murray State,Murray State,3.0,4.25,8.31,-0.20600000000000007,-214.0,0.0
2022,R64,Kentucky,Saint Peter's,Saint Peter's,-13.0,17.939999999999998,8.49,0.118,286.0,0.0
2022,R64,Saint Peter's,Kentucky,Saint Peter's,13.0,-17.939999999999998,-8.49,-0.118,-286.0,1.0
2022,R32,Baylor,UNC,UNC,-7.0,26.25,14.04,0.263,232.0,0.0
2022,R32,UNC,Baylor,UNC,7.0,-26.25,-14.04,-0.263,-232.0,1.0
2022,R32,Saint Mary's,UCLA,UCLA,1.0,-4.48,-1.7799999999999994,-0.006000000000000005,-74.0,0.0
2022,R32,UCLA,Saint Mary's,UCLA,-1.0,4.48,1.7799999999999994,0.006000000000000005,74.0,1.0
2022,R32,Texas,Purdue,Purdue,3.0,-2.139999999999997,0.6399999999999988,-0.137,-127.0,0.0
2022,R32,Purdue,Texas,Purdue,-3.0,2.139999999999997,-0.6399999999999988,0.137,127.0,1.0
2022,R32,Murray State,Saint Peter's,Saint Peter's,-8.0,6.909999999999999,-2.5999999999999996,0.265,388.0,0.0
2022,R32,Saint Peter's,Murray State,Saint Peter's,8.0,-6.909999999999999,2.5999999999999996,-0.265,-388.0,1.0
2022,S16,UNC,UCLA,UNC,4.0,-23.82,-13.64,-0.24,-174.0,1.0
2022,S16,UCLA,UNC,UNC,-4.0,23.82,13.64,0.24,174.0,0.0
2022,S16,Purdue,Saint Peter's,Saint Peter's,-12.0,16.189999999999998,8.700000000000001,0.137,252.0,0.0
2022,S16,Saint Peter's,Purdue,Saint Peter's,12.0,-16.189999999999998,-8.700000000000001,-0.137,-252.0,1.0
2022,E8,UNC,Saint Peter's,UNC,-7.0,-7.4799999999999995,-4.8100000000000005,-0.11599999999999999,57.0,1.0
2022,E8,Saint Peter's,UNC,UNC,7.0,7.4799999999999995,4.8100000000000005,0.11599999999999999,-57.0,0.0
2022,R64,Kansas,Texas Southern,Kansas,-15.0,25.580000000000002,17.54,0.256,345.0,1.0
2022,R64,Texas Southern,Kansas,Kansas,15.0,-25.580000000000002,-17.54,-0.256,-345.0,0.0
2022,R64,San Diego State,Creighton,Creighton,-1.0,1.790000000000001,-2.6899999999999995,0.061999999999999944,135.0,0.0
2022,R64,Creighton,San Diego State,Creighton,1.0,-1.790000000000001,2.6899999999999995,-0.061999999999999944,-135.0,1.0
2022,R64,Iowa,Richmond,Richmond,-7.0,11.829999999999998,2.3899999999999997,0.07299999999999995,337.0,0.0
2022,R64,Richmond,Iowa,Richmond,7.0,-11.829999999999998,-2.3899999999999997,-0.07299999999999995,-337.0,1.0
2022,R64,Providence,South Dakota State,Providence,-9.0,6.48,11.52,-0.039000000000000035,-268.0,1.0
2022,R64,South Dakota State,Providence,Providence,9.0,-6.48,-11.52,0.039000000000000035,268.0,0.0
2022,R64,LSU,Iowa State,Iowa State,-5.0,5.0699999999999985,-1.0299999999999994,0.018000000000000016,204.0,0.0
2022,R64,Iowa State,LSU,Iowa State,5.0,-5.0699999999999985,1.0299999999999994,-0.018000000000000016,-204.0,1.0
2022,R64,Wisconsin,Colgate,Wisconsin,-11.0,12.15,15.530000000000001,0.10099999999999998,-166.0,1.0
2022,R64,Colgate,Wisconsin,Wisconsin,11.0,-12.15,-15.530000000000001,-0.10099999999999998,166.0,0.0
2022,R64,USC,Miami (FL),Miami (FL),-3.0,1.2799999999999994,-1.5300000000000002,0.062000000000000055,85.0,0.0
2022,R64,Miami (FL),USC,Miami (FL),3.0,-1.2799999999999994,1.5300000000000002,-0.062000000000000055,-85.0,1.0
2022,R64,Auburn,Jacksonville State,Auburn,-13.0,19.39,11.96,0.16799999999999993,173.0,1.0
2022,R64,Jacksonville State,Auburn,Auburn,13.0,-19.39,-11.96,-0.16799999999999993,-173.0,0.0
2022,R32,Kansas,Creighton,Kansas,-8.0,10.940000000000001,2.7600000000000016,0.19299999999999995,341.0,1.0
2022,R32,Creighton,Kansas,Kansas,8.0,-10.940000000000001,-2.7600000000000016,-0.19299999999999995,-341.0,0.0
2022,R32,Richmond,Providence,Providence,8.0,-6.01,-3.2699999999999996,-0.16899999999999993,-80.0,0.0
2022,R32,Providence,Richmond,Providence,-8.0,6.01,3.2699999999999996,0.16899999999999993,80.0,1.0
2022,R32,Iowa State,Wisconsin,Iowa State,8.0,-0.75,0.16999999999999993,-0.129,-24.0,1.0
2022,R32,Wisconsin,Iowa State,Iowa State,-8.0,0.75,-0.16999999999999993,0.129,24.0,0.0
2022,R32,Miami (FL),Auburn,Miami (FL),8.0,-7.979999999999999,-0.5499999999999998,-0.121,-242.0,1.0
2022,R32,Auburn,Miami (FL),Miami (FL),-8.0,7.979999999999999,0.5499999999999998,0.121,242.0,0.0
2022,S16,Kansas,Providence,Kansas,-3.0,9.200000000000001,3.5500000000000007,0.03200000000000003,263.0,1.0
2022,S16,Providence,Kansas,Kansas,3.0,-9.200000000000001,-3.5500000000000007,-0.03200000000000003,-263.0,0.0
2022,S16,Iowa State,Miami (FL),Miami (FL),1.0,1.1600000000000001,1.71,-0.07399999999999995,-26.0,0.0
2022,S16,Miami (FL),Iowa State,Miami (FL),-1.0,-1.1600000000000001,-1.71,0.07399999999999995,26.0,1.0
2022,E8,Kansas,Miami (FL),Kansas,-9.0,11.06,3.6800000000000006,0.14700000000000002,306.0,1.0
2022,E8,Miami (FL),Kansas,Kansas,9.0,-11.06,-3.6800000000000006,-0.14700000000000002,-306.0,0.0
2022,R64,Arizona,Wright State,Arizona,-15.0,24.69,11.95,0.281,445.0,1.0
2022,R64,Wright State,Arizona,Arizona,15.0,-24.69,-11.95,-0.281,-445.0,0.0
2022,R64,Seton Hall,TCU,TCU,-1.0,-0.9700000000000006,-1.6400000000000006,0.038000000000000034,56.0,0.0
2022,R64,TCU,Seton Hall,TCU,1.0,0.9700000000000006,1.6400000000000006,-0.038000000000000034,-56.0,1.0
2022,R64,Houston,UAB,Houston,-7.0,11.65,6.609999999999999,0.07099999999999995,136.0,1.0
2022,R64,UAB,Houston,Houston,7.0,-11.65,-6.609999999999999,-0.07099999999999995,-136.0,0.0
2022,R64,Illinois,Chattanooga,Illinois,-9.0,10.57,10.42,-0.07400000000000007,-105.0,1.0
2022,R64,Chattanooga,Illinois,Illinois,9.0,-10.57,-10.42,0.07400000000000007,105.0,0.0
2022,R64,Colorado State,Michigan,Michigan,-5.0,-2.75,-6.25,0.247,118.0,0.0
2022,R64,Michigan,Colorado State,Michigan,5.0,2.75,6.25,-0.247,-118.0,1.0
2022,R64,Tennessee,Longwood,Tennessee,-11.0,20.810000000000002,16.05,-0.017000000000000015,39.0,1.0
2022,R64,Longwood,Tennessee,Tennessee,11.0,-20.810000000000002,-16.05,0.017000000000000015,-39.0,0.0
2022,R64,Ohio State,Loyola (IL),Ohio State,-3.0,0.7799999999999994,6.15,-0.133,-211.0,1.0
2022,R64,Loyola (IL),Ohio State,Ohio State,3.0,-0.7799999999999994,-6.15,0.133,211.0,0.0
2022,R64,Villanova,Delaware,Villanova,-13.0,18.99,12.11,0.16000000000000003,231.0,1.0
2022,R64,Delaware,Villanova,Villanova,13.0,-18.99,-12.11,-0.16000000000000003,-231.0,0.0
2022,R32,Arizona,TCU,Arizona,-8.0,9.03,-3.3200000000000003,0.274,468.0,1.0
2022,R32,TCU,Arizona,Arizona,8.0,-9.03,3.3200000000000003,-0.274,-468.0,0.0
2022,R32,Houston,Illinois,Houston,1.0,5.859999999999999,-3.0100000000000007,0.14500000000000002,373.0,1.0
2022,R32,Illinois,Houston,Houston,-1.0,-5.859999999999999,3.0100000000000007,-0.14500000000000002,-373.0,0.0
2022,R32,Michigan,Tennessee,Michigan,8.0,-6.200000000000001,1.08,-0.21199999999999997,-258.0,1.0
2022,R32,Tennessee,Michigan,Michigan,-8.0,6.200000000000001,-1.08,0.21199999999999997,258.0,0.0
2022,R32,Ohio State,Villanova,Villanova,5.0,-5.139999999999999,-1.209999999999999,-0.16400000000000003,-180.0,0.0
2022,R32,Villanova,Ohio State,Villanova,-5.0,5.139999999999999,1.209999999999999,0.16400000000000003,180.0,1.0
2022,S16,Arizona,Houston,Houston,-4.0,0.1999999999999993,0.3700000000000001,0.050000000000000044,-22.0,0.0
2022,S16,Houston,Arizona,Houston,4.0,-0.1999999999999993,-0.3700000000000001,-0.050000000000000044,22.0,1.0
2022,S16,Michigan,Villanova,Villanova,9.0,-5.049999999999999,0.7300000000000004,-0.22999999999999998,-233.0,0.0
2022,S16,Villanova,Michigan,Villanova,-9.0,5.049999999999999,-0.7300000000000004,0.22999999999999998,233.0,1.0
2022,E8,Houston,Villanova,Villanova,3.0,3.240000000000002,-3.8199999999999994,0.052999999999999936,268.0,0.0
2022,E8,Villanova,Houston,Villanova,-3.0,-3.240000000000002,3.8199999999999994,-0.052999999999999936,-268.0,1.0
2022,R64,Gonzaga,Georgia State,Gonzaga,-15.0,26.57,5.84,0.254,528.0,1.0
2022,R64,Georgia State,Gonzaga,Gonzaga,15.0,-26.57,-5.84,-0.254,-528.0,0.0
2022,R64,Boise State,Memphis,Memphis,-1.0,-2.74,-2.6400000000000006,0.10399999999999998,34.0,0.0
2022,R64,Memphis,Boise State,Memphis,1.0,2.74,2.6400000000000006,-0.10399999999999998,-34.0,1.0
2022,R64,UConn,New Mexico State,New Mexico State,-7.0,9.29,5.64,-0.09700000000000009,47.0,0.0
2022,R64,New Mexico State,UConn,New Mexico State,7.0,-9.29,-5.64,0.09700000000000009,-47.0,1.0
2022,R64,Arkansas,Vermont,Arkansas,-9.0,8.46,14.32,-0.06699999999999995,-196.0,1.0
2022,R64,Vermont,Arkansas,Arkansas,9.0,-8.46,-14.32,0.06699999999999995,196.0,0.0
2022,R64,Alabama,Notre Dame,Notre Dame,-5.0,2.75,4.58,-0.1100000000000001,-91.0,0.0
2022,R64,Notre Dame,Alabama,Notre Dame,5.0,-2.75,-4.58,0.1100000000000001,91.0,1.0
2022,R64,Texas Tech,Montana State,Texas Tech,-11.0,20.34,14.190000000000001,-0.041000000000000036,169.0,1.0
2022,R64,Montana State,Texas Tech,Texas Tech,11.0,-20.34,-14.190000000000001,0.041000000000000036,-169.0,0.0
2022,R64,Michigan State,Davidson,Michigan State,-3.0,2.75,8.040000000000001,-0.15500000000000003,-207.0,1.0
2022,R64,Davidson,Michigan State,Michigan State,3.0,-2.75,-8.040000000000001,0.15500000000000003,207.0,0.0
2022,R64,Duke,Cal State Fullerton,Duke,-13.0,19.59,9.54,0.16499999999999992,369.0,1.0
2022,R64,Cal State Fullerton,Duke,Duke,13.0,-19.59,-9.54,-0.16499999999999992,-369.0,0.0
2022,R32,Gonzaga,Memphis,Gonzaga,-8.0,10.790000000000001,-3.3600000000000003,0.20799999999999996,446.0,1.0
2022,R32,Memphis,Gonzaga,Gonzaga,8.0,-10.790000000000001,3.3600000000000003,-0.20799999999999996,-446.0,0.0
2022,R32,New Mexico State,Arkansas,Arkansas,8.0,-9.16,-7.379999999999999,0.03700000000000003,-16.0,0.0
2022,R32,Arkansas,New Mexico State,Arkansas,-8.0,9.16,7.379999999999999,-0.03700000000000003,16.0,1.0
2022,R32,Notre Dame,Texas Tech,Texas Tech,8.0,-8.209999999999999,-1.6400000000000006,-0.04399999999999993,-232.0,0.0
2022,R32,Texas Tech,Notre Dame,Texas Tech,-8.0,8.209999999999999,1.6400000000000006,0.04399999999999993,232.0,1.0
2022,R32,Michigan State,Duke,Duke,5.0,-6.370000000000001,2.700000000000001,-0.18199999999999994,-363.0,0.0
2022,R32,Duke,Michigan State,Duke,-5.0,6.370000000000001,-2.700000000000001,0.18199999999999994,363.0,1.0
2022,S16,Gonzaga,Arkansas,Arkansas,-3.0,9.190000000000001,-4.119999999999999,0.118,388.0,0.0
2022,S16,Arkansas,Gonzaga,Arkansas,3.0,-9.190000000000001,4.119999999999999,-0.118,-388.0,1.0
2022,S16,Texas Tech,Duke,Duke,1.0,0.5299999999999976,1.3900000000000006,-0.09099999999999997,-56.0,0.0
2022,S16,Duke,Texas Tech,Duke,-1.0,-0.5299999999999976,-1.3900000000000006,0.09099999999999997,56.0,1.0
2022,E8,Arkansas,Duke,Duke,2.0,-3.280000000000001,1.3599999999999994,-0.06399999999999995,-196.0,0.0
2022,E8,Duke,Arkansas,Duke,-2.0,3.280000000000001,-1.3599999999999994,0.06399999999999995,196.0,1.0
2022,F4,UNC,Duke,UNC,6.0,-24.07,-12.54,-0.2899999999999999,-270.0,1.0
2022,F4,Duke,UNC,UNC,-6.0,24.07,12.54,0.2899999999999999,270.0,0.0
2022,F4,Kansas,Villanova,Kansas,-1.0,2.9700000000000024,1.0100000000000016,0.06099999999999994,96.0,1.0
2022,F4,Villanova,Kansas,Kansas,1.0,-2.9700000000000024,-1.0100000000000016,-0.06099999999999994,-96.0,0.0
2022,NCG,UNC,Kansas,Kansas,7.0,-26.8,-16.580000000000002,-0.31899999999999995,-230.0,0.0
2022,NCG,Kansas,UNC,Kansas,-7.0,26.8,16.580000000000002,0.31899999999999995,230.0,1.0
2023,R64,Purdue,FDU,FDU,-15.0,27.21,18.14,0.261,228.0,0.0
2023,R64,FDU,Purdue,FDU,15.0,-27.21,-18.14,-0.261,-228.0,1.0
2023,R64,Memphis,Florida Atlantic,Florida Atlantic,-1.0,0.5800000000000001,4.6000000000000005,-0.15400000000000003,-222.0,0.0
2023,R64,Florida Atlantic,Memphis,Florida Atlantic,1.0,-0.5800000000000001,-4.6000000000000005,0.15400000000000003,222.0,1.0
2023,R64,Duke,Oral Roberts,Duke,-7.0,7.279999999999999,10.280000000000001,-0.10699999999999998,-155.0,1.0
2023,R64,Oral Roberts,Duke,Duke,7.0,-7.279999999999999,-10.280000000000001,0.10699999999999998,155.0,0.0
2023,R64,Tennessee,Louisiana,Tennessee,-9.0,16.57,8.49,-0.07100000000000006,195.0,1.0
2023,R64,Louisiana,Tennessee,Tennessee,9.0,-16.57,-8.49,0.07100000000000006,-195.0,0.0
2023,R64,Kentucky,Providence,Kentucky,-5.0,1.8699999999999992,1.5300000000000002,0.01100000000000001,18.0,1.0
2023,R64,Providence,Kentucky,Kentucky,5.0,-1.8699999999999992,-1.5300000000000002,-0.01100000000000001,-18.0,0.0
2023,R64,Kansas State,Montana State,Kansas State,-11.0,13.61,10.91,0.008000000000000007,-19.0,1.0
2023,R64,Montana State,Kansas State,Kansas State,11.0,-13.61,-10.91,-0.008000000000000007,19.0,0.0
2023,R64,Michigan State,USC,Michigan State,-3.0,1.1899999999999995,3.25,-0.049000000000000044,-65.0,1.0
2023,R64,USC,Michigan State,Michigan State,3.0,-1.1899999999999995,-3.25,0.049000000000000044,65.0,0.0
2023,R64,Marquette,Vermont,Marquette,-13.0,15.440000000000001,11.14,0.13,131.0,1.0
2023,R64,Vermont,Marquette,Marquette,13.0,-15.440000000000001,-11.14,-0.13,-131.0,0.0
2023,R32,FDU,Florida Atlantic,Florida Atlantic,7.0,-22.9,-12.129999999999999,-0.32900000000000007,-369.0,0.0
2023,R32,Florida Atlantic,FDU,Florida Atlantic,-7.0,22.9,12.129999999999999,0.32900000000000007,369.0,1.0
2023,R32,Duke,Tennessee,Tennessee,1.0,-5.01,-0.54,0.05600000000000005,-161.0,0.0
2023,R32,Tennessee,Duke,Tennessee,-1.0,5.01,0.54,-0.05600000000000005,161.0,1.0
2023,R32,Kentucky,Kansas State,Kansas State,3.0,-1.0299999999999994,-1.4000000000000004,-0.07499999999999996,0.0,0.0
2023,R32,Kansas State,Kentucky,Kansas State,-3.0,1.0299999999999994,1.4000000000000004,0.07499999999999996,-0.0,1.0
2023,R32,Michigan State,Marquette,Michigan State,5.0,-2.8200000000000003,3.24,-0.18800000000000006,-224.0,1.0
2023,R32,Marquette,Michigan State,Michigan State,-5.0,2.8200000000000003,-3.24,0.18800000000000006,224.0,0.0
2023,S16,Florida Atlantic,Tennessee,Florida Atlantic,5.0,-6.92,-5.680000000000001,0.20300000000000007,25.0,1.0
2023,S16,Tennessee,Florida Atlantic,Florida Atlantic,-5.0,6.92,5.680000000000001,-0.20300000000000007,-25.0,0.0
2023,S16,Kansas State,Michigan State,Kansas State,-4.0,1.5399999999999991,-1.7699999999999996,0.10399999999999998,125.0,1.0
2023,S16,Michigan State,Kansas State,Kansas State,4.0,-1.5399999999999991,1.7699999999999996,-0.10399999999999998,-125.0,0.0
2023,E8,Florida Atlantic,Kansas State,Florida Atlantic,6.0,-1.8699999999999992,-7.180000000000001,0.17500000000000004,261.0,1.0
2023,E8,Kansas State,Florida Atlantic,Florida Atlantic,-6.0,1.8699999999999992,7.180000000000001,-0.17500000000000004,-261.0,0.0
2023,R64,Houston,Northern Kentucky,Houston,-15.0,23.029999999999998,7.68,0.263,496.0,1.0
2023,R64,Northern Kentucky,Houston,Houston,15.0,-23.029999999999998,-7.68,-0.263,-496.0,0.0
2023,R64,Iowa,Auburn,Auburn,-1.0,-0.2699999999999996,-0.5999999999999996,-0.04200000000000004,6.0,0.0
2023,R64,Auburn,Iowa,Auburn,1.0,0.2699999999999996,0.5999999999999996,0.04200000000000004,-6.0,1.0
2023,R64,Miami (FL),Drake,Miami (FL),-7.0,6.140000000000001,7.9799999999999995,0.013000000000000012,-117.0,1.0
2023,R64,Drake,Miami (FL),Miami (FL),7.0,-6.140000000000001,-7.9799999999999995,-0.013000000000000012,117.0,0.0
2023,R64,Indiana,Kent State,Indiana,-9.0,7.409999999999999,10.100000000000001,-0.14300000000000002,-148.0,1.0
2023,R64,Kent State,Indiana,Indiana,9.0,-7.409999999999999,-10.100000000000001,0.14300000000000002,148.0,0.0
2023,R64,Iowa State,Pitt,Pitt,-5.0,4.77,5.19,-0.09100000000000008,-30.0,0.0
2023,R64,Pitt,Iowa State,Pitt,5.0,-4.77,-5.19,0.09100000000000008,30.0,1.0
2023,R64,Xavier,Kennesaw State,Xavier,-11.0,15.430000000000001,11.22,-0.013000000000000012,43.0,1.0
2023,R64,Kennesaw State,Xavier,Xavier,11.0,-15.430000000000001,-11.22,0.013000000000000012,-43.0,0.0
2023,R64,Texas A&M,Penn State,Penn State,-3.0,0.7200000000000006,-1.5999999999999996,0.09199999999999997,73.0,0.0
2023,R64,Penn State,Texas A&M,Penn State,3.0,-0.7200000000000006,1.5999999999999996,-0.09199999999999997,-73.0,1.0
2023,R64,Texas,Colgate,Texas,-13.0,18.36,16.29,0.020000000000000018,78.0,1.0
2023,R64,Colgate,Texas,Texas,13.0,-18.36,-16.29,-0.020000000000000018,-78.0,0.0
2023,R32,Houston,Auburn,Houston,-8.0,7.85,-4.499999999999999,0.274,472.0,1.0
2023,R32,Auburn,Houston,Houston,8.0,-7.85,4.499999999999999,-0.274,-472.0,0.0
2023,R32,Miami (FL),Indiana,Miami (FL),1.0,-0.9599999999999991,-2.040000000000001,0.127,52.0,1.0
2023,R32,Indiana,Miami (FL),Miami (FL),-1.0,0.9599999999999991,2.040000000000001,-0.127,-52.0,0.0
2023,R32,Pitt,Xavier,Xavier,8.0,-5.440000000000001,-3.96,-0.06299999999999994,-60.0,0.0
2023,R32,Xavier,Pitt,Xavier,-8.0,5.440000000000001,3.96,0.06299999999999994,60.0,1.0
2023,R32,Penn State,Texas,Texas,8.0,-7.52,-1.4100000000000001,-0.14100000000000001,-236.0,0.0
2023,R32,Texas,Penn State,Texas,-8.0,7.52,1.4100000000000001,0.14100000000000001,236.0,1.0
2023,S16,Houston,Miami (FL),Miami (FL),-4.0,8.219999999999999,-2.05,0.10799999999999998,380.0,0.0
2023,S16,Miami (FL),Houston,Miami (FL),4.0,-8.219999999999999,2.05,-0.10799999999999998,-380.0,1.0
2023,S16,Xavier,Texas,Texas,1.0,-4.529999999999998,-1.2699999999999996,-0.03300000000000003,-131.0,0.0
2023,S16,Texas,Xavier,Texas,-1.0,4.529999999999998,1.2699999999999996,0.03300000000000003,131.0,1.0
2023,E8,Miami (FL),Texas,Miami (FL),3.0,-6.579999999999998,-3.59,0.02100000000000002,-121.0,1.0
2023,E8,Texas,Miami (FL),Miami (FL),-3.0,6.579999999999998,3.59,-0.02100000000000002,121.0,0.0
2023,R64,Alabama,Texas A&M-Corpus Christi,Alabama,-15.0,25.76,16.67,0.1519999999999999,259.0,1.0
2023,R64,Texas A&M-Corpus Christi,Alabama,Alabama,15.0,-25.76,-16.67,-0.1519999999999999,-259.0,0.0
2023,R64,Maryland,West Virginia,Maryland,-1.0,-1.3699999999999992,-2.540000000000001,0.06999999999999995,46.0,1.0
2023,R64,West Virginia,Maryland,Maryland,1.0,1.3699999999999992,2.540000000000001,-0.06999999999999995,-46.0,0.0
2023,R64,San Diego State,College of Charleston,San Diego State,-7.0,7.41,12.94,-0.06500000000000006,-151.0,1.0
2023,R64,College of Charleston,San Diego State,San Diego State,7.0,-7.41,-12.94,0.06500000000000006,151.0,0.0
2023,R64,Virginia,Furman,Furman,-9.0,8.39,8.88,-0.020000000000000018,-107.0,0.0
2023,R64,Furman,Virginia,Furman,9.0,-8.39,-8.88,0.020000000000000018,107.0,1.0
2023,R64,Creighton,NC State,Creighton,-5.0,5.329999999999998,4.220000000000001,-0.027000000000000024,62.0,1.0
2023,R64,NC State,Creighton,Creighton,5.0,-5.329999999999998,-4.220000000000001,0.027000000000000024,-62.0,0.0
2023,R64,Baylor,UC Santa Barbara,Baylor,-11.0,14.0,12.569999999999999,-0.09499999999999997,25.0,1.0
2023,R64,UC Santa Barbara,Baylor,Baylor,11.0,-14.0,-12.569999999999999,0.09499999999999997,-25.0,0.0
2023,R64,Missouri,Utah State,Missouri,-3.0,-2.8200000000000003,0.08000000000000007,-0.029000000000000026,-132.0,1.0
2023,R64,Utah State,Missouri,Missouri,3.0,2.8200000000000003,-0.08000000000000007,0.029000000000000026,132.0,0.0
2023,R64,Arizona,Princeton,Princeton,-13.0,14.319999999999999,9.31,0.08100000000000007,152.0,0.0
2023,R64,Princeton,Arizona,Princeton,13.0,-14.319999999999999,-9.31,-0.08100000000000007,-152.0,1.0
2023,R32,Alabama,Maryland,Alabama,-7.0,8.610000000000001,1.3000000000000007,0.20899999999999996,283.0,1.0
2023,R32,Maryland,Alabama,Alabama,7.0,-8.610000000000001,-1.3000000000000007,-0.20899999999999996,-283.0,0.0
2023,R32,San Diego State,Furman,San Diego State,-8.0,10.920000000000002,11.82,0.04299999999999993,-48.0,1.0
2023,R32,Furman,San Diego State,San Diego State,8.0,-10.920000000000002,-11.82,-0.04299999999999993,48.0,0.0
